id,gender
nm0861332,1
nm0000833,1
nm0219342,1
nm0605923,1
nm0265787,1
nm0176869,1
nm2975962,1
nm0322895,1
nm0894302,1
nm0076453,1
nm0926235,1
nm0138770,1
nm0208375,1
nm0000904,1
nm9521412,1
nm0933311,1
nm0931460,1
nm0195049,1
nm0321143,1
nm0335510,1
nm0000778,1
nm0794548,1
nm0355755,1
nm0786580,1
nm0593734,1
nm5052065,1
nm0639563,1
nm0091415,1
nm1683094,1
nm0332967,1
nm0042998,1
nm0518687,1
nm0885304,1
nm0934211,1
nm0178509,1
nm0426157,1
nm0222596,1
nm1772638,1
nm0446298,1
nm0286993,1
nm0542994,1
nm0706883,1
nm3009232,1
nm0445229,1
nm0001725,1
nm0226158,1
nm0278646,1
nm0621974,1
nm0745104,1
nm0198458,1
nm0026483,1
nm0936476,1
nm0935389,1
nm0626719,1
nm0820607,1
nm0002023,1
nm0848560,1
nm0798779,1
nm0526714,1
nm3528539,1
nm0000168,1
nm0935721,1
nm0556041,1
nm0001028,1
nm0373999,1
nm0558434,1
nm0647752,1
nm0516316,1
nm0926013,1
nm0507659,1
nm0237985,1
nm3645691,1
nm0513021,1
nm0865121,1
nm0572142,1
nm0426363,1
nm0357592,1
nm0449404,1
nm0071838,1
nm3915784,1
nm0000163,1
nm0176971,1
nm0484678,1
nm0244359,1
nm0001472,1
nm0173194,1
nm0114441,1
nm1917193,1
nm0016852,1
nm0402277,1
nm0851861,1
nm0094022,1
nm0620756,1
nm0121826,1
nm0767880,1
nm0942220,1
nm0461409,1
nm0001996,1
nm0465342,1
nm0405742,1
nm0438501,1
nm1472917,1
nm0842578,1
nm0840330,1
nm0005246,1
nm0615407,1
nm0000061,1
nm1535523,1
nm0293455,1
nm0122238,1
nm0301887,1
nm0006489,1
nm0125909,1
nm0935498,1
nm0842522,1
nm0404021,1
nm0097842,1
nm0000112,1
nm0853169,1
nm0053519,1
nm0089222,1
nm0001518,1
nm3271473,1
nm0054087,1
nm0232592,1
nm0255544,1
nm6997938,1
nm0301178,1
nm0352847,1
nm0916616,1
nm0534032,1
nm0846818,1
nm0513346,1
nm0433495,1
nm0368575,1
nm4833412,1
nm0809321,1
nm0271544,1
nm0608853,1
nm0445470,1
nm0095017,1
nm0035664,1
nm0768788,1
nm0193837,1
nm0751899,1
nm3859624,1
nm0922935,1
nm0780038,1
nm0176073,1
nm0725284,1
nm0564500,1
nm0358069,1
nm0504962,1
nm0823563,1
nm0005401,1
nm0114533,1
nm0920266,1
nm0674646,1
nm0399070,1
nm0219206,1
nm0628704,1
nm0351657,1
nm2177232,1
nm0745780,1
nm0015629,1
nm0000864,1
nm0691555,1
nm4840961,1
nm0719738,1
nm0930806,1
nm0220598,1
nm0725543,1
nm0093589,1
nm0817980,1
nm0766470,1
nm0081801,1
nm0552483,1
nm0068407,1
nm0411731,1
nm0788370,1
nm0631994,1
nm0000441,1
nm1129884,1
nm0012204,1
nm0253502,1
nm0831288,1
nm0026655,1
nm0893257,1
nm0860233,1
nm0779914,1
nm0001143,1
nm1257480,1
nm0001421,1
nm0168262,1
nm0450138,1
nm0598681,1
nm0864397,1
nm0242190,1
nm0451166,1
nm1107001,1
nm0188465,1
nm0201626,1
nm0272979,1
nm0219971,1
nm0753479,1
nm0004834,1
nm0001495,1
nm0713267,1
nm0126870,1
nm0547998,1
nm0017310,1
nm0001213,1
nm0678693,1
nm0220852,1
nm0401434,1
nm0923529,1
nm0896109,1
nm0398110,1
nm0050535,1
nm0867398,1
nm0507827,1
nm0493200,1
nm0161157,1
nm0311357,1
nm0430107,1
nm0001811,1
nm0639804,1
nm0473530,1
nm0837420,1
nm0813812,1
nm0511292,1
nm0039510,1
nm0086553,1
nm0533247,1
nm0013487,1
nm0461129,1
nm0783767,1
nm11709013,1
nm0005202,1
nm0001394,1
nm0025523,1
nm0899521,1
nm0933940,1
nm0001187,1
nm0592806,1
nm0915614,1
nm0111754,1
nm0679568,1
nm0958345,1
nm0298493,1
nm0923774,1
nm0225118,1
nm0450961,1
nm0262647,1
nm0370015,1
nm0750826,1
nm0887449,1
nm0015617,1
nm0168394,1
nm0403134,1
nm4296357,1
nm0002090,1
nm0000564,1
nm0911914,1
nm0930776,1
nm0002503,1
nm0642675,1
nm0574433,1
nm0491590,1
nm2633535,1
nm1126340,1
nm0109574,1
nm2338470,1
nm0044010,1
nm4909727,1
nm0694403,1
nm0560751,1
nm0393222,1
nm0165049,1
nm1509478,1
nm0001078,1
nm0175826,1
nm0203301,1
nm0780705,1
nm0138194,1
nm0058001,1
nm0761836,1
nm0000606,1
nm0803890,1
nm0486742,1
nm0799014,1
nm1835523,1
nm1004774,1
nm0018099,1
nm0474876,1
nm0113117,1
nm0619600,1
nm0194242,1
nm0469823,1
nm0670964,1
nm0557751,1
nm1033231,1
nm0780133,1
nm0230335,1
nm0265761,1
nm0819374,1
nm0921335,1
nm0959963,1
nm0124236,1
nm0646037,1
nm0226446,1
nm0357963,1
nm0307435,1
nm3822770,1
nm0192377,1
nm0146613,1
nm0279961,1
nm0883845,1
nm1525807,1
nm0905697,1
nm0153556,1
nm3527143,1
nm0001535,1
nm0005129,1
nm0598413,1
nm0370547,1
nm1360270,1
nm0285795,1
nm0051765,1
nm0001185,1
nm0645056,1
nm0532536,1
nm0469434,1
nm0004821,1
nm0840316,1
nm0736263,1
nm0904303,1
nm0898416,1
nm0503627,1
nm0832509,1
nm0396768,1
nm6099602,1
nm0001820,1
nm0836121,1
nm0001308,1
nm0003585,1
nm0092639,1
nm1161069,1
nm0711560,1
nm0448836,1
nm0307534,1
nm0932811,1
nm0317970,1
nm0648920,1
nm1502434,1
nm10354326,1
nm0367928,1
nm0068551,1
nm2468782,1
nm0547975,1
nm0005467,1
nm0732455,1
nm2483965,1
nm0001417,1
nm0879736,1
nm0479637,1
nm0076350,1
nm0856187,1
nm0005200,1
nm0946941,1
nm0848355,1
nm1517976,1
nm0469048,1
nm0582778,1
nm0230064,1
nm0547029,1
nm0242010,1
nm0005581,1
nm0641454,1
nm0102566,1
nm0541173,1
nm0291987,1
nm0616729,1
nm0455389,1
nm0756870,1
nm0244019,1
nm0000316,1
nm0000126,1
nm0428197,1
nm0662784,1
nm0282648,1
nm0614879,1
nm0400087,1
nm1659141,1
nm0464170,1
nm0832792,1
nm0593803,1
nm0708981,1
nm0726200,1
nm0001835,1
nm2045439,1
nm0551185,1
nm0763928,1
nm0280886,1
nm0208659,1
nm0837177,1
nm0297036,1
nm0000285,1
nm0494179,1
nm0084219,1
nm0024322,1
nm0342029,1
nm0483653,1
nm0641939,1
nm0001918,1
nm0309307,1
nm0109773,1
nm0518718,1
nm0000858,1
nm0832065,1
nm0528621,1
nm0386922,1
nm9623913,1
nm0437520,1
nm0504832,1
nm0173438,1
nm0008533,1
nm0491777,1
nm0001029,1
nm0760225,1
nm0000358,1
nm0117412,1
nm0861158,1
nm0066291,1
nm0706567,1
nm0185924,1
nm0410903,1
nm0136864,1
nm0005002,1
nm0124482,1
nm0666398,1
nm0938950,1
nm0685011,1
nm0601129,1
nm0490224,1
nm0076236,1
nm0154127,1
nm0448489,1
nm0000450,1
nm0731490,1
nm0031446,1
nm0259722,1
nm0070221,1
nm3020713,1
nm12338666,1
nm0186576,1
nm0731623,1
nm0000467,1
nm0941777,1
nm0205289,1
nm0005450,1
nm0272889,1
nm0066028,1
nm0865561,1
nm0884388,1
nm0124889,1
nm0619870,1
nm0351947,1
nm0712416,1
nm0064197,1
nm0054133,1
nm0000607,1
nm0000393,1
nm0587335,1
nm0562305,1
nm0805532,1
nm0546121,1
nm0457655,1
nm0769265,1
nm0856227,1
nm0687146,1
nm3169819,1
nm0358029,1
nm0000470,1
nm0001113,1
nm0000334,1
nm0840303,1
nm0139388,1
nm1015684,1
nm0417829,1
nm0004309,1
nm0289450,1
nm0420765,1
nm0009603,1
nm0941076,1
nm0367006,1
nm0769974,1
nm0917648,1
nm0733929,1
nm0112403,1
nm0665822,1
nm0417389,1
nm0561702,1
nm0401264,1
nm1483196,1
nm0765325,1
nm0162179,1
nm0451379,1
nm0001074,1
nm0001993,1
nm0029268,1
nm0300388,1
nm0531546,1
nm0662981,1
nm0320180,1
nm0506891,1
nm0000418,1
nm1214405,1
nm0187337,1
nm0083280,1
nm0279896,1
nm1310960,1
nm0144045,1
nm0908813,1
nm1018679,1
nm0930180,1
nm0016646,1
nm0372649,1
nm0430870,1
nm2209821,1
nm0240072,1
nm7666229,1
nm0641906,1
nm0737553,1
nm0951019,1
nm0607190,1
nm0688055,1
nm0227759,1
nm0625789,1
nm0785227,1
nm1670029,1
nm0490708,1
nm0020251,1
nm0238419,1
nm0511599,1
nm0296996,1
nm0026879,1
nm5708540,1
nm1316767,1
nm0623369,1
nm0112234,1
nm0170550,1
nm0000198,1
nm0525174,1
nm0092290,1
nm0829390,1
nm0843199,1
nm0083081,1
nm0083424,1
nm0268428,1
nm0605270,1
nm11523063,1
nm0711855,1
nm0810890,1
nm0493684,1
nm0681782,1
nm0242001,1
nm0477570,1
nm1199811,1
nm0926103,1
nm0724633,1
nm0600531,1
nm0200452,1
nm0442951,1
nm0024849,1
nm0018091,1
nm0105970,1
nm0578853,1
nm0528942,1
nm0950867,1
nm0708873,1
nm0000185,1
nm0262775,1
nm0003244,1
nm0084435,1
nm0390187,1
nm0787762,1
nm0394632,1
nm1191481,1
nm5105119,1
nm0950019,1
nm0001991,1
nm0568501,1
nm0564724,1
nm0267724,1
nm0606593,1
nm0000890,1
nm0496033,1
nm0564708,1
nm0403151,1
nm0725891,1
nm0382676,1
nm0000973,1
nm2403277,1
nm0435227,1
nm0303202,1
nm0465716,1
nm12311399,1
nm1277177,1
nm0638566,1
nm6449658,1
nm0005189,1
nm0621008,1
nm0517425,1
nm0605079,1
nm0859772,1
nm0171824,1
nm0398944,1
nm0107748,1
nm0873845,1
nm0000064,1
nm0005445,1
nm0730168,1
nm0119411,1
nm0933415,1
nm0268199,1
nm0001075,1
nm0168205,1
nm0381450,1
nm0003895,1
nm11125041,1
nm0525794,1
nm0303168,1
nm0355642,1
nm0288714,1
nm0205518,1
nm0809910,1
nm0758656,1
nm1898955,1
nm0913822,1
nm0834970,1
nm0154804,1
nm0594291,1
nm2366079,1
nm0087141,1
nm8395137,1
nm0307560,1
nm0354085,1
nm0605797,1
nm1519666,1
nm0669069,1
nm0149845,1
nm0793784,1
nm0203439,1
nm0313638,1
nm0042865,1
nm0364629,1
nm0123630,1
nm0279702,1
nm0411790,1
nm0469552,1
nm0338398,1
nm2860379,1
nm0664390,1
nm0730938,1
nm0152260,1
nm1212722,1
nm0310960,1
nm0430829,1
nm0177896,1
nm0799777,1
nm0001947,1
nm0916075,1
nm2052567,1
nm0369860,1
nm0067038,1
nm0174179,1
nm0313447,1
nm0997901,1
nm0156173,1
nm0005478,1
nm7222287,1
nm2142328,1
nm0762370,1
nm0615333,1
nm0001817,1
nm0001136,1
nm0807354,1
nm0036663,1
nm0111274,1
nm0002095,1
nm0690972,1
nm0165145,1
nm0862962,1
nm0037816,1
nm0341202,1
nm0536630,1
nm0898489,1
nm2821544,1
nm0083655,1
nm0225419,1
nm0566815,1
nm0606541,1
nm1838153,1
nm2831490,1
nm0067634,1
nm1414153,1
nm0372271,1
nm0074129,1
nm1670601,1
nm6676262,1
nm0997240,1
nm0573640,1
nm0819833,1
nm0911883,1
nm0444955,1
nm0613197,1
nm0636694,1
nm3571592,1
nm0005003,1
nm0047459,1
nm0003377,1
nm0071818,1
nm0645011,1
nm0001691,1
nm0462407,1
nm0005351,1
nm0115236,1
nm0601224,1
nm0113077,1
nm1245502,1
nm0581365,1
nm0562866,1
nm0108028,1
nm0168627,1
nm0533599,1
nm0604674,1
nm0364893,1
nm0156982,1
nm0064604,1
nm0316079,1
nm0001507,1
nm0281130,1
nm0350759,1
nm0109175,1
nm0033141,1
nm0412762,1
nm0444641,1
nm0300353,1
nm0752636,1
nm0690150,1
nm0441588,1
nm7868231,1
nm0830198,1
nm0000978,1
nm0699522,1
nm0000045,1
nm0304027,1
nm0000225,1
nm0945131,1
nm0953025,1
nm0002075,1
nm0870038,1
nm0000281,1
nm0002001,1
nm0001397,1
nm0633205,1
nm0627878,1
nm0065282,1
nm0061784,1
nm0199431,1
nm0001601,1
nm0771414,1
nm0297885,1
nm0085038,1
nm1245863,1
nm0757104,1
nm0518588,1
nm0466232,1
nm0000206,1
nm0001196,1
nm0125579,1
nm2257207,1
nm0001745,1
nm0093001,1
nm0453447,1
nm0125636,1
nm0606569,1
nm0259984,1
nm0602985,1
nm1076976,1
nm0000952,1
nm0859450,1
nm0570161,1
nm0786614,1
nm0929093,1
nm1009277,1
nm0007232,1
nm1002641,1
nm0765597,1
nm0362970,1
nm0266254,1
nm0193868,1
nm0051856,1
nm0118479,1
nm2215447,1
nm0601706,1
nm0082545,1
nm0938464,1
nm0208314,1
nm0566584,1
nm0004755,1
nm0571630,1
nm0620981,1
nm0468586,1
nm0768029,1
nm0593411,1
nm3772243,1
nm0482628,1
nm0368117,1
nm0001622,1
nm0598971,1
nm0095524,1
nm0927171,1
nm0373902,1
nm0941660,1
nm0574743,1
nm0711615,1
nm0933284,1
nm0226947,1
nm0445920,1
nm0369045,1
nm0827137,1
nm0281866,1
nm0396378,1
nm0829795,1
nm0000491,1
nm0048939,1
nm0007222,1
nm0636281,1
nm0000597,1
nm0504811,1
nm0996669,1
nm1388074,1
